Serial,Gender,Ethinicity,Minority,Deprived
1095628,Male,White,no,yes
1018804,Male,White,no,no
1018819,Male,White,no,no
1018836,Male,White,no,no
1018841,Male,White,no,no
1018842,Male,White,no,no
1018855,Male,White,no,no
1018860,Male,White,no,no
1018922,Male,White,no,no
1018936,Male,White,no,no
1018944,Male,White,no,no
1018952,Male,White,no,no
1025400,Male,Asian,yes,yes
1025409,Male,Asian,yes,yes
1025416,Male,Asian,yes,yes
1039647,Male,White,no,yes
1039653,Male,White,no,yes
1039660,Male,White,no,yes
1039662,Male,White,no,yes
1039676,Male,White,no,yes
1039682,Male,White,no,yes
1039685,Male,White,no,yes
1039700,Male,White,no,yes
1039707,Male,White,no,yes
1039724,Male,White,no,yes
1066382,Male,White,no,yes
1066383,Male,White,no,yes
1013222,Male,White,no,no
1013223,Male,White,no,no
1013258,Male,White,no,no
1013263,Male,White,no,no
1013279,Male,White,no,no
1013280,Male,White,no,no
1013281,Male,White,no,no
1013283,Male,White,no,no
1013295,Male,White,no,no
1013299,Male,White,no,no
1013302,Male,White,no,no
1013312,Male,White,no,no
1013320,Male,White,no,no
1013326,Male,White,no,no
1013327,Male,White,no,no
1013334,Male,White,no,no
1013337,Male,White,no,no
1013353,Male,White,no,no
1013355,Male,White,no,no
1013364,Male,White,no,no
1013377,Male,White,no,no
1013380,Male,White,no,no
1013389,Male,White,no,no
1013403,Male,White,no,no
1013433,Male,White,no,no
1013438,Male,White,no,no
1013441,Male,White,no,no
1013444,Male,White,no,no
1013457,Male,White,no,no
1028470,Male,Asian,yes,no
1028474,Male,Other or unknown,yes,no
1037844,Male,White,no,yes
1037845,Male,White,no,yes
1037850,Male,White,no,yes
1037862,Male,White,no,yes
1037868,Male,White,no,yes
1054670,Male,White,no,no
1054674,Male,White,no,no
1075255,Male,Asian,yes,no
1079447,Male,White,no,yes
1079453,Male,White,no,yes
1027210,Male,White,no,no
1027218,Male,White,no,no
1027230,Male,White,no,no
1027231,Male,White,no,no
1027235,Male,White,no,no
1027236,Male,White,no,no
1027238,Male,White,no,no
1027242,Male,White,no,no
1027249,Male,White,no,no
1027281,Male,White,no,no
1027286,Male,White,no,no
1027288,Male,White,no,no
1027328,Male,White,no,no
1027351,Male,White,no,no
1027352,Male,White,no,no
1027367,Male,White,no,no
1027383,Male,White,no,no
1027404,Male,White,no,no
1027406,Male,White,no,no
1027417,Male,White,no,no
1027437,Male,White,no,no
1038495,Male,Asian,yes,no
1038497,Male,White,no,no
1038509,Male,White,no,no
1038515,Male,Asian,yes,no
1038518,Male,Asian,yes,no
1038524,Male,Asian,yes,no
1040010,Male,White,no,yes
1040012,Male,White,no,yes
1040017,Male,White,no,yes
1040041,Male,White,no,yes
1040047,Male,White,no,yes
1072385,Male,White,no,no
1080301,Male,White,no,yes
1080309,Male,White,no,yes
1039816,Male,Asian,yes,no
1039824,Male,Other or unknown,yes,no
1045171,Male,White,no,no
1045180,Male,White,no,no
1045191,Male,White,no,no
1045202,Male,White,no,no
1045211,Male,Other or unknown,yes,no
1045212,Male,White,no,no
1045213,Male,White,no,no
1045216,Male,White,no,no
1045249,Male,White,no,no
1045260,Male,White,no,no
1045265,Male,White,no,no
1045281,Male,White,no,no
1045287,Male,White,no,no
1045297,Male,White,no,no
1045305,Male,White,no,no
1069399,Male,White,no,yes
1069414,Male,White,no,yes
1069419,Male,White,no,yes
1069436,Male,White,no,yes
1069454,Male,White,no,yes
1081659,Male,Asian,yes,no
1021783,Male,White,no,no
1021795,Male,White,no,no
1021809,Male,White,no,no
1021814,Male,White,no,no
1021820,Male,White,no,no
1021821,Male,White,no,no
1021827,Male,White,no,no
1021841,Male,White,no,no
1021853,Male,White,no,no
1021858,Male,White,no,no
1021880,Male,White,no,no
1021899,Male,White,no,no
1021906,Male,White,no,no
1021910,Male,White,no,no
1021938,Male,White,no,no
1021940,Male,White,no,no
1021942,Male,White,no,no
1021975,Male,White,no,no
1021993,Male,White,no,no
1022024,Male,White,no,no
1022028,Male,White,no,no
1023787,Male,Black,yes,no
1023838,Male,White,no,no
1065166,Male,White,no,yes
1065188,Male,White,no,yes
1065189,Male,White,no,yes
1067280,Male,Asian,yes,yes
1067286,Male,Asian,yes,yes
1087186,Male,Asian,yes,yes
1087188,Male,Mixed,yes,yes
1022742,Male,Asian,yes,no
1026419,Male,White,no,no
1026451,Male,White,no,no
1026470,Male,White,no,no
1026473,Male,White,no,no
1026476,Male,White,no,no
1058925,Male,Asian,yes,yes
1059001,Male,Asian,yes,yes
1059004,Male,Black,yes,yes
1059008,Male,Black,yes,yes
1063115,Male,White,no,yes
1063133,Male,White,no,yes
1063139,Male,White,no,yes
1063145,Male,White,no,yes
1063157,Male,White,no,yes
1063159,Male,White,no,yes
1063167,Male,White,no,yes
1063199,Male,White,no,yes
1063206,Male,White,no,yes
1063208,Male,White,no,yes
1063212,Male,White,no,yes
1063221,Male,White,no,yes
1063234,Male,White,no,yes
1079132,Male,Black,yes,yes
1081280,Male,White,no,yes
1081298,Male,White,no,yes
1040069,Male,Asian,yes,yes
1040129,Male,Asian,yes,yes
1040149,Male,Black,yes,yes
1040180,Male,Asian,yes,yes
1048727,Male,Black,yes,yes
1055644,Male,White,no,yes
1055664,Male,White,no,yes
1055670,Male,White,no,yes
1055696,Male,White,no,yes
1055726,Male,White,no,yes
1055728,Male,White,no,yes
1055746,Male,White,no,yes
1065236,Male,White,no,yes
1065255,Male,Other or unknown,yes,yes
1061803,Male,White,no,no
1061886,Male,Mixed,yes,no
1063297,Male,White,no,no
1063298,Male,White,no,no
1063305,Male,White,no,no
1063311,Male,White,no,no
1063331,Male,Other or unknown,yes,no
1063369,Male,White,no,no
1063378,Male,White,no,no
1063409,Male,White,no,no
1063430,Male,White,no,no
1086623,Male,White,no,yes
1086634,Male,White,no,yes
1095321,Male,Mixed,yes,no
1095635,Male,White,no,no
1069545,Male,White,no,no
1069569,Male,White,no,no
1069574,Male,White,no,no
1069595,Male,White,no,no
1069615,Male,White,no,no
1069643,Male,Mixed,yes,no
1069650,Male,White,no,no
1069653,Male,White,no,no
1079621,Male,Asian,yes,no
1079634,Male,Black,yes,no
1084099,Male,White,no,yes
1084131,Male,White,no,yes
1084148,Male,White,no,yes
1094728,Male,Asian,yes,yes
1097136,Male,White,no,yes
1097138,Male,White,no,yes
1097141,Male,White,no,yes
1068689,Male,White,no,no
1068693,Male,White,no,no
1068704,Male,White,no,no
1068707,Male,White,no,no
1068710,Male,White,no,no
1068713,Male,White,no,no
1068747,Male,White,no,no
1068748,Male,White,no,no
1068749,Male,White,no,no
1068765,Male,White,no,no
1071517,Male,White,no,no
1071533,Male,Black,yes,no
1071555,Male,Mixed,yes,no
1081352,Male,White,no,yes
1081410,Male,White,no,yes
1081424,Male,White,no,yes
1081431,Male,White,no,yes
1083197,Male,Black,yes,yes
1083199,Male,Mixed,yes,yes
1083200,Male,Black,yes,yes
1083232,Male,Asian,yes,yes
1083290,Male,Other or unknown,yes,yes
1096446,Male,White,no,no
1096448,Male,White,no,no
1106468,Male,Black,yes,yes
1106487,Male,Other or unknown,yes,yes
1024709,Male,White,no,no
1024715,Male,White,no,no
1024746,Male,White,no,no
1029375,Male,Asian,yes,no
1029432,Male,Other or unknown,yes,no
1029558,Male,White,no,no
1029576,Male,Mixed,yes,no
1029583,Male,Asian,yes,no
1054204,Male,Asian,yes,yes
1054218,Male,Black,yes,yes
1083095,Male,White,no,no
1085552,Male,Asian,yes,no
1085562,Male,Black,yes,no
1095342,Male,White,no,yes
1095344,Male,White,no,yes
1049796,Male,White,no,no
1049805,Male,White,no,no
1049818,Male,White,no,no
1049822,Male,White,no,no
1049834,Male,White,no,no
1049865,Male,White,no,no
1049883,Male,White,no,no
1049889,Male,White,no,no
1049901,Male,White,no,no
1049920,Male,White,no,no
1052575,Male,White,no,yes
1052577,Male,White,no,yes
1052612,Male,White,no,yes
1060870,Male,Asian,yes,no
1060909,Male,Other or unknown,yes,no
1060932,Male,White,no,no
1091055,Male,White,no,yes
1046206,Male,White,no,no
1046214,Male,White,no,no
1046222,Male,White,no,no
1046229,Male,White,no,no
1046243,Male,White,no,no
1046250,Male,White,no,no
1046263,Male,White,no,no
1050502,Male,Mixed,yes,no
1050523,Male,Asian,yes,no
1060201,Male,White,no,yes
1060207,Male,White,no,yes
1060211,Male,White,no,yes
1060222,Male,White,no,yes
1060223,Male,White,no,yes
1060237,Male,White,no,yes
1064343,Male,Asian,yes,yes
1064383,Male,White,no,yes
1083594,Male,Asian,yes,yes
1068128,Male,Mixed,yes,no
1068972,Male,Asian,yes,yes
1069042,Male,Other or unknown,yes,yes
1069046,Male,White,no,yes
1069067,Male,Black,yes,yes
1074158,Male,White,no,no
1074178,Male,White,no,no
1074198,Male,White,no,no
1087108,Male,Asian,yes,no
1089678,Male,Asian,yes,yes
1089679,Male,Asian,yes,yes
1089695,Male,Asian,yes,yes
1094840,Male,White,no,no
1095302,Male,White,no,yes
1012755,Male,White,no,no
1012784,Male,White,no,no
1012800,Male,White,no,no
1012810,Male,White,no,no
1012814,Male,White,no,no
1012822,Male,White,no,no
1012826,Male,White,no,no
1012852,Male,White,no,no
1012873,Male,White,no,no
1012875,Male,White,no,no
1012893,Male,White,no,no
1012902,Male,White,no,no
1012908,Male,White,no,no
1012910,Male,White,no,no
1012914,Male,White,no,no
1018401,Male,White,no,yes
1037263,Male,Asian,yes,no
1037266,Male,White,no,no
1037276,Male,Mixed,yes,no
1072674,Male,Mixed,yes,no
1034940,Male,Other or unknown,yes,no
1034946,Male,White,no,no
1034952,Male,White,no,no
1036046,Male,Mixed,yes,yes
1039035,Male,Other or unknown,yes,yes
1039036,Male,White,no,yes
1039048,Male,White,no,yes
1039050,Male,White,no,yes
1039053,Male,White,no,yes
1039061,Male,White,no,yes
1039064,Male,White,no,yes
1039069,Male,White,no,yes
1039074,Male,White,no,yes
1039096,Male,Asian,yes,no
1039102,Male,White,no,no
1039127,Male,Asian,yes,no
1039132,Male,Asian,yes,no
1042521,Male,Asian,yes,yes
1042583,Male,Asian,yes,yes
1042594,Male,Asian,yes,yes
1115994,Male,White,no,no
1115995,Male,White,no,no
1116003,Male,White,no,no
1116039,Male,White,no,no
1116047,Male,White,no,no
1116052,Male,White,no,no
1116053,Male,White,no,no
1116066,Male,White,no,yes
1116074,Male,White,no,yes
1116075,Male,White,no,yes
1116107,Male,White,no,yes
1116115,Male,White,no,yes
1116120,Male,White,no,yes
1116122,Male,White,no,yes
1116126,Male,White,no,yes
1116131,Male,White,no,yes
1116154,Male,White,no,yes
1116159,Male,White,no,yes
1116165,Male,White,no,yes
1117570,Male,Asian,yes,no
1117578,Male,Other or unknown,yes,no
1117852,Male,Asian,yes,yes
1117857,Male,Other or unknown,yes,yes
1117861,Male,Asian,yes,yes
1117862,Male,Black,yes,yes
1117868,Male,Black,yes,yes
1117891,Male,Asian,yes,yes
1117945,Male,White,no,yes
1117962,Male,Asian,yes,yes
1118769,Male,White,no,no
1118864,Male,White,no,yes
1118869,Male,White,no,yes
1118873,Male,White,no,yes
1118904,Male,White,no,yes
1119656,Male,Other or unknown,yes,yes
1119661,Male,Asian,yes,yes
1002435,Male,Asian,yes,no
1002438,Male,Mixed,yes,no
1006575,Male,White,no,no
1006581,Male,White,no,no
1006583,Male,White,no,no
1006588,Male,White,no,no
1006597,Male,White,no,no
1006603,Male,White,no,no
1006662,Male,White,no,no
1006670,Male,White,no,no
1006683,Male,White,no,no
1006686,Male,White,no,no
1006689,Male,White,no,no
1006690,Male,White,no,no
1006713,Male,White,no,no
1006715,Male,White,no,no
1017211,Male,White,no,yes
1017215,Male,White,no,yes
1017245,Male,White,no,yes
1017273,Male,White,no,yes
1017286,Male,White,no,yes
1042496,Male,White,no,yes
1042503,Male,White,no,yes
1042514,Male,Other or unknown,yes,yes
1009226,Male,White,no,no
1009228,Male,White,no,no
1009237,Male,White,no,no
1009254,Male,White,no,no
1009273,Male,White,no,no
1009277,Male,White,no,no
1009278,Male,White,no,no
1009285,Male,White,no,no
1009305,Male,White,no,no
1009326,Male,White,no,no
1009340,Male,White,no,no
1009349,Male,White,no,no
1009376,Male,White,no,no
1009388,Male,White,no,no
1009394,Male,White,no,no
1009397,Male,White,no,no
1009398,Male,White,no,no
1028634,Male,White,no,yes
1028652,Male,White,no,yes
1028656,Male,White,no,yes
1028659,Male,White,no,yes
1028667,Male,White,no,yes
1028672,Male,White,no,yes
1028676,Male,Other or unknown,yes,yes
1028690,Male,White,no,yes
1028705,Male,White,no,yes
1028720,Male,White,no,yes
1029120,Male,White,no,no
1029133,Male,Mixed,yes,no
1058915,Male,Asian,yes,yes
1058920,Male,Other or unknown,yes,yes
1075262,Male,White,no,no
1087559,Male,Other or unknown,yes,yes
1071346,Male,White,no,no
1071355,Male,White,no,no
1071356,Male,White,no,no
1071359,Male,White,no,no
1071367,Male,White,no,no
1071375,Male,White,no,no
1071377,Male,White,no,no
1071379,Male,White,no,no
1071392,Male,White,no,no
1071398,Male,White,no,no
1071422,Male,White,no,no
1071433,Male,White,no,no
1071455,Male,White,no,no
1083844,Male,White,no,yes
1083849,Male,White,no,yes
1083864,Male,White,no,yes
1083901,Male,White,no,yes
1083906,Male,White,no,yes
1083908,Male,White,no,yes
1083939,Male,White,no,yes
1086127,Male,Mixed,yes,no
1101684,Male,White,no,yes
1101690,Male,White,no,yes
1101692,Male,White,no,yes
1101694,Male,White,no,yes
1101699,Male,White,no,yes
1101707,Male,White,no,yes
1111104,Male,Black,yes,yes
1055856,Male,White,no,no
1055862,Male,White,no,no
1055873,Male,White,no,no
1055874,Male,White,no,no
1055893,Male,White,no,no
1055895,Male,White,no,no
1055898,Male,White,no,no
1055921,Male,White,no,no
1055945,Male,White,no,no
1055947,Male,White,no,no
1055949,Male,White,no,no
1055950,Male,White,no,no
1055968,Male,White,no,no
1055995,Male,White,no,no
1055999,Male,White,no,no
1056003,Male,White,no,no
1056007,Male,White,no,no
1069337,Male,Asian,yes,no
1077650,Male,White,no,yes
1077659,Male,Other or unknown,yes,yes
1077674,Male,White,no,yes
1077682,Male,White,no,yes
1077697,Male,White,no,yes
1077715,Male,White,no,yes
1077717,Male,White,no,yes
1077719,Male,White,no,yes
1079176,Male,White,no,no
1093847,Male,White,no,yes
1093866,Male,White,no,yes
1093872,Male,White,no,yes
1097864,Male,Black,yes,yes
1029878,Male,Asian,yes,no
1039303,Male,White,no,no
1039308,Male,White,no,no
1039324,Male,White,no,no
1039334,Male,White,no,no
1039339,Male,White,no,no
1039349,Male,White,no,no
1039358,Male,White,no,no
1039365,Male,White,no,no
1039370,Male,White,no,no
1039373,Male,White,no,no
1039376,Male,White,no,no
1039380,Male,White,no,no
1039387,Male,White,no,no
1044889,Male,White,no,yes
1044893,Male,White,no,yes
1044917,Male,White,no,yes
1044929,Male,White,no,yes
1044935,Male,White,no,yes
1044937,Male,White,no,yes
1044947,Male,White,no,yes
1044949,Male,White,no,yes
1044950,Male,White,no,yes
1044999,Male,White,no,yes
1045009,Male,White,no,yes
1045043,Male,White,no,yes
1045046,Male,White,no,yes
1045047,Male,White,no,yes
1045050,Male,White,no,yes
1045060,Male,White,no,yes
1046824,Male,White,no,yes
1046838,Male,White,no,yes
1046847,Male,White,no,yes
1046849,Male,White,no,yes
1046855,Male,White,no,yes
1046860,Male,White,no,yes
1046884,Male,White,no,yes
1046888,Male,White,no,yes
1046890,Male,White,no,yes
1022607,Male,White,no,yes
1022608,Male,White,no,yes
1024258,Male,White,no,no
1024320,Male,White,no,no
1024351,Male,White,no,no
1024376,Male,White,no,no
1024379,Male,White,no,no
1024381,Male,White,no,no
1024386,Male,White,no,no
1040350,Male,Mixed,yes,no
1040379,Male,Asian,yes,no
1040390,Male,Mixed,yes,no
1097960,Male,White,no,no
1097981,Male,White,no,no
1098015,Male,White,no,no
1098019,Male,White,no,no
1098041,Male,White,no,no
1098042,Male,White,no,no
1098054,Male,Other or unknown,yes,no
1098056,Male,White,no,no
1098058,Male,White,no,no
1098060,Male,White,no,no
1098070,Male,White,no,no
1098095,Male,White,no,no
1098096,Male,White,no,no
1098101,Male,White,no,no
1098102,Male,White,no,no
1098108,Male,White,no,no
1098147,Male,White,no,no
1098148,Male,White,no,no
1098151,Male,White,no,no
1098154,Male,White,no,no
1098164,Male,White,no,no
1106854,Male,White,no,no
1106859,Male,White,no,no
1106868,Male,Mixed,yes,no
1110335,Male,White,no,yes
1110338,Male,White,no,yes
1110344,Male,White,no,yes
1110350,Male,White,no,yes
1110365,Male,Other or unknown,yes,yes
1110371,Male,White,no,yes
1110390,Male,White,no,yes
1110391,Male,White,no,yes
1110414,Male,White,no,yes
1110416,Male,White,no,yes
1110423,Male,White,no,yes
1110439,Male,White,no,yes
1110445,Male,Other or unknown,yes,yes
1110461,Male,White,no,yes
1110462,Male,White,no,yes
1112132,Male,White,no,no
1115511,Male,White,no,yes
1115512,Male,White,no,yes
1115513,Male,White,no,yes
1115518,Male,White,no,yes
1115526,Male,White,no,yes
1118247,Male,Black,yes,yes
1067195,Male,White,no,no
1067197,Male,White,no,no
1067209,Male,White,no,no
1067216,Male,White,no,no
1068588,Male,Asian,yes,no
1072708,Male,White,no,yes
1072712,Male,White,no,yes
1072713,Male,White,no,yes
1072716,Male,White,no,yes
1072719,Male,White,no,yes
1072721,Male,White,no,yes
1072722,Male,White,no,yes
1072732,Male,White,no,yes
1072744,Male,White,no,yes
1072766,Male,White,no,yes
1072772,Male,White,no,yes
1072776,Male,White,no,yes
1072806,Male,White,no,yes
1075148,Male,Asian,yes,yes
1075163,Male,Asian,yes,yes
1075194,Male,Asian,yes,yes
1075210,Male,Asian,yes,yes
1083572,Male,Asian,yes,no
1086362,Male,Mixed,yes,yes
1075292,Male,White,no,no
1075293,Male,White,no,no
1075295,Male,White,no,no
1075317,Male,White,no,no
1075322,Male,White,no,no
1075344,Male,White,no,no
1075350,Male,White,no,no
1075351,Male,White,no,no
1075359,Male,White,no,no
1075363,Male,White,no,no
1075370,Male,White,no,no
1084810,Male,Asian,yes,no
1090423,Male,White,no,yes
1090454,Male,White,no,yes
1090469,Male,White,no,yes
1090477,Male,White,no,yes
1090487,Male,White,no,yes
1090502,Male,White,no,yes
1090508,Male,White,no,yes
1090531,Male,White,no,yes
1090540,Male,White,no,yes
1090544,Male,White,no,yes
1090546,Male,White,no,yes
1090568,Male,White,no,yes
1090590,Male,White,no,yes
1090594,Male,White,no,yes
1097723,Male,White,no,no
1097724,Male,White,no,no
1109265,Male,White,no,yes
1109270,Male,White,no,yes
1109287,Male,White,no,yes
1109313,Male,White,no,yes
1112282,Male,Asian,yes,yes
1083826,Male,Mixed,yes,no
1085959,Male,White,no,no
1085965,Male,White,no,no
1090914,Male,Asian,yes,yes
1090925,Male,Black,yes,yes
1090930,Male,Mixed,yes,yes
1090980,Male,Mixed,yes,yes
1091039,Male,Asian,yes,yes
1095131,Male,White,no,yes
1095132,Male,White,no,yes
1095169,Male,White,no,yes
1095185,Male,White,no,yes
1095187,Male,White,no,yes
1095195,Male,White,no,yes
1095202,Male,White,no,yes
1095209,Male,White,no,yes
1095218,Male,White,no,yes
1095229,Male,White,no,yes
1095236,Male,White,no,yes
1095238,Male,White,no,yes
1095252,Male,White,no,yes
1095347,Male,Asian,yes,no
1100146,Male,Asian,yes,yes
1100148,Male,Asian,yes,yes
1102167,Male,White,no,yes
1102187,Male,White,no,yes
1017545,Male,White,no,no
1017583,Male,White,no,no
1017589,Male,White,no,no
1017590,Male,White,no,no
1017594,Male,White,no,no
1017599,Male,White,no,no
1017613,Male,White,no,no
1017631,Male,White,no,no
1017649,Male,White,no,no
1017668,Male,White,no,no
1017671,Male,Other or unknown,yes,no
1039152,Male,White,no,yes
1039157,Male,Other or unknown,yes,yes
1039159,Male,White,no,yes
1039163,Male,White,no,yes
1039169,Male,White,no,yes
1039176,Male,White,no,yes
1039183,Male,White,no,yes
1039200,Male,White,no,yes
1039204,Male,White,no,yes
1039207,Male,White,no,yes
1050295,Male,Other or unknown,yes,yes
1050305,Male,Asian,yes,yes
1057137,Male,White,no,no
1057141,Male,White,no,no
1077070,Male,White,no,yes
1077076,Male,White,no,yes
1077082,Male,Mixed,yes,yes
1077099,Male,Other or unknown,yes,yes
1077101,Male,White,no,yes
1077123,Male,White,no,yes
1028081,Male,White,no,no
1046729,Male,Mixed,yes,no
1046733,Male,White,no,no
1046737,Male,Asian,yes,no
1061642,Male,White,no,yes
1061650,Male,White,no,yes
1061656,Male,White,no,yes
1061662,Male,White,no,yes
1061678,Male,White,no,yes
1061684,Male,White,no,yes
1061686,Male,White,no,yes
1061692,Male,White,no,yes
1061697,Male,White,no,yes
1061698,Male,White,no,yes
1061700,Male,White,no,yes
1061705,Male,White,no,yes
1061708,Male,White,no,yes
1061713,Male,White,no,yes
