pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p6456,2024-04-29T03:14:26Z,638,35,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,92,3,3,2,3,3,4,3,4,4,3,3,4,4,3
p6461,2024-04-03T23:06:23Z,428,41,Man,Mixed,United States,United States,United States,English,Not currently employed,University Bachelors Degree,6,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p6462,2024-04-06T19:18:04Z,399,47,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,62,3,2,3,4,2,3,3,4,3,3,3,3,3,2
p6465,2024-04-02T05:11:01Z,967,33,Woman,White,United States,United States,United States,English,Working part-time,Completed Secondary School,6,30,1,2,2,3,2,3,2,5,4,4,1,1,1,2
p6495,2024-03-20T17:00:07Z,1106,26,Woman,Black,United States,United States,United States,English,Student,University Bachelors Degree,10,100,5,5,5,5,5,5,5,5,4,5,5,5,5,5
p6499,2024-03-26T16:27:34Z,765,32,Man,Mixed,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,76,3,3,2,3,5,4,3,3,1,4,3,3,5,4
p6508,2024-04-09T13:07:48Z,1125,29,Woman,White,United States,United States,Brazil,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",1,45,2,3,3,2,3,2,3,3,4,3,2,2,4,3
p6529,2024-04-23T21:22:17Z,720,20,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,6,80,2,2,2,3,4,3,3,2,4,1,2,3,3,2
p6537,2024-03-22T13:10:53Z,936,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,73,3,2,1,3,1,4,4,4,3,3,5,4,5,3
p6545,2024-04-06T14:43:57Z,1073,30,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,2,60,1,3,2,3,2,3,2,1,4,2,3,2,2,2
p6556,2024-04-02T13:41:52Z,710,25,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,72,3,3,4,3,3,4,4,3,3,3,3,3,4,3
p6557,2024-04-13T16:37:57Z,1131,32,Woman,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,65,2,3,2,4,3,3,2,2,3,3,2,1,4,3
p6576,2024-03-19T15:32:02Z,496,27,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,4,45,3,3,1,4,4,4,4,3,3,3,2,2,3,3
p6582,2024-04-06T15:31:14Z,627,26,Woman,Asian,United States,United States,United States,Vietnamese,Student,University Bachelors Degree,3,43,3,2,3,3,1,3,4,3,2,3,3,3,2,3
p6589,2024-03-18T23:36:12Z,617,22,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,9,76,5,4,3,4,5,4,4,4,5,5,4,4,5,4
p6598,2024-04-01T18:40:47Z,994,34,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,3,65,4,3,2,4,2,4,2,3,3,3,3,4,3,3
p6613,2024-04-04T16:52:27Z,464,35,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,75,3,4,3,4,4,4,3,3,2,4,4,4,4,4
p6620,2024-04-02T02:59:52Z,490,37,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,52,2,2,2,3,3,3,2,2,3,2,2,2,4,2
p6622,2024-04-05T22:33:19Z,361,26,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,30,2,3,2,4,2,4,2,4,2,4,2,2,2,2
p6623,2024-03-19T03:51:59Z,1798,22,Non-binary,Asian,United States,United States,United States,English,Not currently employed,Vocational or Similar,5,70,2,4,2,3,4,3,4,2,3,3,3,3,4,3
p6630,2024-04-01T11:07:21Z,897,34,Man,White,United States,United States,United States,English,Working part-time,Vocational or Similar,3,45,3,4,3,4,2,4,3,4,2,3,3,3,2,3
p6637,2024-04-01T18:47:03Z,1116,38,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,50,2,3,2,3,3,2,2,3,3,3,4,2,3,4
p6639,2024-04-25T21:41:57Z,1069,33,Man,White,United States,United States,United States,English,Retired,University Bachelors Degree,5,60,2,3,4,3,3,3,2,2,3,3,1,1,1,1
p6640,2024-04-01T14:36:37Z,628,30,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,75,3,3,4,4,3,4,4,4,1,4,3,4,5,2
p6642,2024-03-18T19:09:04Z,857,27,Non-binary,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,26,2,2,4,4,4,5,2,3,3,3,3,2,5,3
p6649,2024-04-28T22:14:50Z,571,41,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,71,5,3,2,4,4,5,5,5,4,4,4,4,4,4
p6652,2024-04-05T12:09:31Z,735,27,Woman,Other,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,60,2,2,1,2,3,2,3,3,2,2,3,3,4,2
p6664,2024-03-30T11:16:06Z,551,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,62,1,2,1,2,4,2,3,3,4,2,2,2,4,3
p6667,2024-04-20T16:04:35Z,619,26,Woman,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,53,2,3,3,3,2,2,2,3,1,3,3,3,3,3
p6674,2024-04-01T19:01:55Z,2120,25,Non-binary,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,4,50,2,2,1,2,1,3,2,1,2,3,1,2,2,2
p6681,2024-04-02T23:19:17Z,2883,19,Woman,Asian,Iran,United States,Iran,Farsi,Working part-time,Some University but no degree,7,55,4,3,2,1,1,4,2,2,2,3,2,2,2,2
p6683,2024-03-19T08:46:57Z,645,21,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,4,57,4,3,3,4,4,4,5,3,3,4,4,3,5,3
p6698,2024-04-26T04:52:50Z,2305,25,Woman,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,58,3,3,2,3,4,3,4,3,4,2,3,3,4,3
p6699,2024-04-03T02:40:08Z,335,21,Woman,Asian,United States,United States,United States,English,Student,Some University but no degree,4,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p6701,2024-04-05T00:17:47Z,597,25,Woman,Asian,United States,United States,United States,Other,Working full-time,University Bachelors Degree,9,60,4,3,3,4,4,4,4,5,4,4,4,4,5,4
p6712,2024-04-03T13:57:22Z,1347,32,Man,Other,United States,United States,United States,English,Not currently employed,Some University but no degree,6,70,3,3,5,4,3,5,2,3,4,4,4,5,2,5
p6713,2024-04-09T03:19:35Z,850,26,Woman,Asian,Philippines,United States,United States,Tagalog-Filipino,Student,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",9,92,4,4,3,5,5,1,5,4,4,5,5,5,5,5
p6725,2024-04-02T05:44:46Z,488,29,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,30,3,3,3,4,4,3,2,3,4,2,3,2,3,2
p6736,2024-03-18T13:05:32Z,552,26,Man,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,2,45,1,2,1,2,2,2,2,2,2,3,1,2,3,2
p6747,2024-04-02T12:30:24Z,728,36,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,40,2,3,1,3,3,3,3,2,4,2,2,2,3,2
p6751,2024-04-22T20:21:27Z,395,24,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,72,4,3,2,3,3,2,4,3,3,2,3,2,3,3
p6758,2024-03-20T12:48:53Z,693,38,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,31,4,3,2,5,3,4,4,2,2,4,2,3,3,2
p6764,2024-04-22T23:57:09Z,926,26,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,91,5,3,3,4,4,5,3,4,5,5,4,4,5,5
p6776,2024-04-05T15:15:33Z,2470,34,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,8,85,4,4,3,4,4,4,3,4,4,4,4,4,4,4
p6783,2024-03-18T17:28:55Z,588,26,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,6,82,5,4,5,4,4,4,5,5,4,5,4,5,5,5
p6784,2024-04-02T20:33:55Z,656,23,Man,Asian,United States,United States,United States,English,Student,Some University but no degree,8,91,4,4,4,5,3,4,3,3,2,4,4,4,4,3
p6787,2024-04-01T14:02:50Z,558,29,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,6,84,5,5,4,5,5,4,5,5,4,4,5,5,5,4
p6792,2024-04-04T01:17:06Z,658,38,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p6793,2024-04-20T15:50:07Z,807,25,Non-binary,Asian,United States,United States,United States,English,Student,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,60,2,2,2,3,3,2,3,2,3,3,2,2,2,3
p6806,2024-04-07T18:40:19Z,621,34,Woman,Asian,Philippines,United States,United States,Tagalog-Filipino,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,40,2,2,2,2,2,2,2,2,3,2,2,1,3,2
p6811,2024-05-01T01:27:28Z,1391,32,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,50,3,2,2,2,3,3,3,2,3,3,3,3,3,3
p6815,2024-04-03T15:42:43Z,1511,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,77,4,4,4,3,4,4,5,3,4,4,3,3,5,4
p6819,2024-03-28T04:18:05Z,407,20,Man,White,United States,United States,United States,English,Student,Completed Secondary School,6,80,2,3,2,4,2,3,2,4,1,3,2,2,3,1
p6838,2024-03-21T07:27:02Z,717,29,Non-binary,White,United States,United States,United States,English,A homemaker or stay-at-home parent,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,70,2,3,2,3,2,3,4,2,2,3,3,2,4,2
p6848,2024-04-02T14:47:46Z,304,24,Non-binary,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,48,1,2,1,2,3,3,3,3,3,1,3,2,2,2
p6856,2024-04-04T15:30:27Z,540,27,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,85,1,2,2,3,3,3,2,2,3,2,3,2,5,2
p6857,2024-04-10T03:21:26Z,687,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,70,4,5,4,4,3,5,4,5,3,3,4,4,5,3
p6861,2024-04-02T23:28:35Z,680,42,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,70,4,3,2,4,5,5,2,2,5,4,4,3,4,4
p6864,2024-03-18T17:29:41Z,493,21,Man,White,United States,United States,United States,English,Student,Some University but no degree,6,65,3,3,3,3,3,4,4,3,4,4,4,3,4,3
p6867,2024-04-05T05:29:45Z,629,21,Man,Asian,United States,United States,Cambodia,English,Student,Completed Secondary School,4,46,3,2,2,3,2,3,3,3,2,3,3,2,3,2
p6871,2024-04-03T13:01:31Z,618,44,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,9,40,2,3,2,2,3,3,3,3,2,2,2,2,4,3
p6874,2024-03-24T02:03:16Z,489,40,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,85,4,4,3,5,4,5,4,4,5,4,4,4,4,4
p6880,2024-03-23T01:06:14Z,652,24,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,4,3,4,2,3,3,2,3,4,2,2,4,4
p6915,2024-04-22T21:56:57Z,1202,51,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,4,65,4,3,3,4,3,4,3,3,3,3,4,4,4,3
p7001,2024-04-20T19:18:23Z,683,34,Man,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,23,2,3,3,2,2,4,3,2,3,3,2,2,3,2
p7015,2024-04-18T10:07:03Z,1353,36,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,80,3,3,4,4,3,4,3,3,4,4,3,3,3,3
p7058,2024-05-05T22:07:55Z,1267,34,Woman,Asian,Australia,United States,Australia,English,A homemaker or stay-at-home parent,University Bachelors Degree,6,71,3,3,2,3,2,2,2,3,2,2,3,3,3,3
p7062,2024-04-29T16:03:54Z,510,29,Woman,White,United States,United States,United States,English,Student,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,63,3,2,1,3,2,4,2,2,2,2,2,2,4,3
p7064,2024-04-21T01:28:02Z,2150,33,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,50,4,4,4,5,4,3,5,4,5,4,5,4,4,5
p7066,2024-04-30T16:56:24Z,1319,24,Woman,Black,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,81,4,3,4,4,4,4,3,4,3,4,4,3,4,4
p7071,2024-04-21T20:28:04Z,496,31,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,2,30,1,1,1,2,3,2,3,2,1,2,2,2,4,2
p7080,2024-04-29T12:15:05Z,767,28,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,31,1,3,2,4,3,3,4,3,4,1,1,1,2,3
p7085,2024-04-24T20:53:17Z,1064,36,Man,Other,United States,United States,United States,Spanish,Working full-time,University Bachelors Degree,8,80,3,3,2,4,3,3,4,4,4,4,4,4,4,4
p7125,2024-04-23T16:58:07Z,657,25,Man,Black,DATA_EXPIRED,United States,United States,English,Student,Some University but no degree,4,60,2,3,3,3,2,3,3,1,2,2,2,2,3,2
p7153,2024-04-20T14:59:44Z,1040,50,Man,Black,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,81,3,3,4,4,5,5,4,4,4,4,3,4,4,5
p7187,2024-04-22T03:06:59Z,585,28,Woman,Mixed,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,40,5,2,2,4,1,3,3,1,1,3,4,3,3,4
p7215,2024-05-01T16:06:32Z,1226,26,Man,Mixed,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,70,2,3,3,3,3,3,2,2,2,5,2,2,5,3
p7223,2024-04-20T18:39:59Z,646,31,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,95,5,4,5,4,5,3,4,5,5,4,5,5,5,5
p7227,2024-04-28T13:34:24Z,1170,39,Woman,Mixed,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,30,2,2,2,2,2,3,2,2,2,2,2,2,4,2
p7279,2024-04-23T00:47:41Z,493,48,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,85,4,4,4,4,3,3,3,2,4,4,4,4,3,4
p7284,2024-04-28T23:36:48Z,629,27,Woman,Asian,United States,United States,United States,English,Student,Some University but no degree,3,70,2,3,3,3,3,4,4,2,3,3,3,3,3,3
p7300,2024-04-22T13:28:05Z,630,28,Woman,Black,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,85,5,3,3,4,4,4,5,4,4,4,4,4,5,5
p7303,2024-04-20T16:12:06Z,1256,24,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,70,3,5,3,5,4,4,4,5,4,2,4,4,5,3
p7315,2024-04-29T18:56:29Z,764,30,Non-binary,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,40,1,2,2,3,3,4,1,1,1,3,1,2,3,2
p7318,2024-04-24T00:53:09Z,594,31,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,65,3,3,3,4,3,4,3,3,4,4,4,2,2,3
p7321,2024-04-25T13:42:35Z,675,25,Man,White,Cuba,United States,Cuba,English,Student,University Bachelors Degree,6,60,4,2,2,4,4,5,3,3,3,4,4,4,4,4
p7328,2024-04-28T22:31:55Z,1102,31,Non-binary,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,85,3,3,3,4,4,5,4,4,4,4,4,3,4,4
p7339,2024-04-20T15:25:20Z,530,28,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,72,5,5,3,5,5,5,4,5,5,5,5,4,4,4
p7393,2024-04-20T19:17:49Z,442,26,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,81,3,4,3,3,3,3,4,3,3,4,3,3,3,3
p7397,2024-04-21T17:33:21Z,330,30,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,79,3,4,4,3,3,4,3,4,4,4,3,4,3,3
p7407,2024-04-23T18:14:03Z,663,20,Man,White,Colombia,United States,Colombia,Spanish,Student,Some University but no degree,6,67,4,4,2,4,4,4,4,3,3,3,4,4,3,3
p7475,2024-04-23T18:32:26Z,710,28,Woman,Black,United States,United States,United States,English,Working full-time,Vocational or Similar,3,82,3,2,4,4,2,3,5,2,4,5,4,3,4,2
p7503,2024-04-22T15:32:11Z,447,31,Man,Asian,United States,United States,United States,Vietnamese,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2
p7513,2024-04-23T16:58:13Z,786,22,Man,White,United States,United States,United States,English,Student,Some University but no degree,6,55,2,3,1,3,3,2,4,2,2,3,3,2,3,2
p7533,2024-04-22T15:29:25Z,554,23,Man,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,4,80,2,4,4,4,3,4,2,4,2,3,3,4,4,3
p7541,2024-04-23T12:10:36Z,1272,30,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,35,2,3,2,5,3,4,1,3,3,4,2,2,4,2
p7557,2024-04-20T19:49:59Z,1636,30,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,4,96,4,5,2,4,5,4,5,5,4,4,5,5,5,4
p7567,2024-04-23T22:56:20Z,483,26,Man,White,United States,United States,United States,Spanish,Working full-time,University Bachelors Degree,8,100,5,5,5,4,4,5,5,5,5,5,5,5,5,5
p7584,2024-04-23T18:01:58Z,538,24,Man,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,70,2,3,2,2,4,3,2,3,4,3,3,2,3,3
p7594,2024-05-05T14:40:46Z,461,25,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,62,4,3,4,4,3,4,4,4,3,4,3,3,3,3
